epoch,step,train_NLL_epoch,train_NLL_step,train_causalEffect_epoch,train_causalEffect_step,train_loss_epoch,train_loss_step,val_NLL,val_causalEffect,val_loss
0,0,,22.321794509887695,,-2.6226043701171875e-06,,1.1160870790481567,,,
0,1,,21.73462677001953,,-8.821487426757812e-06,,1.086722493171692,,,
0,2,,21.46870994567871,,-3.2186508178710938e-06,,1.0734323263168335,,,
0,3,,21.260433197021484,,-1.4901161193847656e-06,,1.0630202293395996,,,
0,4,,20.993221282958984,,-4.887580871582031e-06,,1.0496561527252197,,,
0,5,,21.051963806152344,,-2.384185791015625e-06,,1.052595853805542,,,
0,6,,20.75286102294922,,-6.735324859619141e-06,,1.0376362800598145,,,
0,7,,20.648479461669922,,-9.715557098388672e-06,,1.032414197921753,,,
0,8,,20.637001037597656,,-1.7642974853515625e-05,,1.0318324565887451,,,
0,9,,19.924636840820312,,-0.0001277327537536621,,0.9961041212081909,,,
0,10,,19.67212677001953,,-0.0003311038017272949,,0.9832752346992493,,,
0,11,,19.694435119628906,,-0.0007320046424865723,,0.9839897751808167,,,
0,12,,19.715160369873047,,-0.0015166401863098145,,0.9842413663864136,,,
0,13,,19.86928939819336,,-0.003086686134338379,,0.9903777837753296,,,
0,14,,19.49150276184082,,-0.0022336244583129883,,0.9723415374755859,,,
0,15,,19.64420509338379,,-0.002391636371612549,,0.9798186421394348,,,
0,16,,19.352724075317383,,-0.0064353346824646,,0.9612008929252625,,,
0,17,,18.982906341552734,,-0.010135948657989502,,0.9390093684196472,,,
0,18,,18.647289276123047,,-0.0091438889503479,,0.9232205748558044,,,
0,19,,18.523101806640625,,-0.011635005474090576,,0.9145200848579407,,,
0,20,,18.542539596557617,,-0.01663815975189209,,0.9104888439178467,,,
0,21,,18.34784698486328,,-0.024080097675323486,,0.8933122754096985,,,
0,22,,18.264293670654297,,-0.029285788536071777,,0.8839288949966431,,,
0,23,,18.410200119018555,,-0.03011190891265869,,0.8903980851173401,,,
0,24,,18.364028930664062,,-0.05056279897689819,,0.8676386475563049,,,
0,25,,18.111799240112305,,-0.06886887550354004,,0.8367211222648621,,,
0,26,,18.47394561767578,,-0.06575292348861694,,0.8579443693161011,,,
0,27,,18.586349487304688,,-0.06144750118255615,,0.8678699731826782,,,
0,28,,18.168212890625,,-0.08563041687011719,,0.8227802515029907,,,
0,29,,18.592260360717773,,-0.09857255220413208,,0.8310405015945435,,,
0,30,,19.372329711914062,,-0.08739805221557617,,0.881218433380127,,,
0,31,,18.11652946472168,,-0.07901853322982788,,0.826807975769043,,,
0,32,,17.806747436523438,,-0.10598289966583252,,0.7843545079231262,,,
0,33,,18.0317440032959,,-0.09322792291641235,,0.8083592653274536,,,
0,34,,17.949935913085938,,-0.08751648664474487,,0.8099803328514099,,,
0,35,,17.683889389038086,,-0.11256495118141174,,0.7716295719146729,,,
0,36,,17.462127685546875,,-0.10109466314315796,,0.7720117568969727,,,
0,37,,17.504913330078125,,-0.10989856719970703,,0.7653471231460571,,,
0,38,,17.457576751708984,,-0.1007915735244751,,0.7720872759819031,,,
0,39,,17.326642990112305,,-0.10307145118713379,,0.7632607221603394,,,
0,40,,17.275829315185547,,-0.10806012153625488,,0.7557313442230225,,,
0,41,,17.43416404724121,,-0.11960798501968384,,0.7521002292633057,,,
0,42,,17.25640296936035,,-0.11954981088638306,,0.7432703375816345,,,
0,43,,17.23043441772461,,-0.10270422697067261,,0.7588174939155579,,,
0,44,,17.238676071166992,,-0.10979479551315308,,0.7521390318870544,,,
0,44,,,,,,,17.205474853515625,-0.11411929130554199,0.7461544275283813
0,44,18.971317291259766,,-0.04683712497353554,,0.9017286896705627,,,,
1,45,,17.071666717529297,,-0.1163841187953949,,0.7371991872787476,,,
1,46,,17.194015502929688,,-0.1210213303565979,,0.7386794686317444,,,
1,47,,17.371341705322266,,-0.12814074754714966,,0.7404263615608215,,,
1,48,,17.165903091430664,,-0.11935988068580627,,0.7389352321624756,,,
1,49,,17.192245483398438,,-0.11323824524879456,,0.7463740110397339,,,
1,50,,17.773611068725586,,-0.11609119176864624,,0.772589385509491,,,
1,51,,17.66883087158203,,-0.14199453592300415,,0.7414470314979553,,,
1,52,,17.15192985534668,,-0.13169461488723755,,0.7259019017219543,,,
1,53,,16.843616485595703,,-0.12161317467689514,,0.7205677032470703,,,
1,54,,16.982086181640625,,-0.11945351958274841,,0.7296508550643921,,,
1,55,,16.826690673828125,,-0.11668914556503296,,0.7246453762054443,,,
1,56,,16.89838981628418,,-0.1255050003528595,,0.719414472579956,,,
1,57,,16.917255401611328,,-0.12089195847511292,,0.724970817565918,,,
1,58,,16.780132293701172,,-0.13279736042022705,,0.7062092423439026,,,
1,59,,16.887401580810547,,-0.12028646469116211,,0.7240836024284363,,,
1,60,,16.73316192626953,,-0.118004709482193,,0.7186534404754639,,,
1,61,,16.555461883544922,,-0.13464373350143433,,0.6931293606758118,,,
1,62,,16.717029571533203,,-0.13033810257911682,,0.7055133581161499,,,
1,63,,16.66584014892578,,-0.12626665830612183,,0.7070253491401672,,,
1,64,,16.493314743041992,,-0.13388380408287048,,0.6907819509506226,,,
1,65,,16.642074584960938,,-0.1352778971195221,,0.6968258619308472,,,
1,66,,16.63150405883789,,-0.12840569019317627,,0.7031695246696472,,,
1,67,,16.614253997802734,,-0.13753563165664673,,0.6931771039962769,,,
1,68,,16.54070281982422,,-0.13861757516860962,,0.6884175539016724,,,
1,69,,16.888879776000977,,-0.13654887676239014,,0.7078951001167297,,,
1,70,,17.290260314941406,,-0.13619458675384521,,0.728318452835083,,,
1,71,,17.370391845703125,,-0.13949882984161377,,0.7290207743644714,,,
1,72,,17.094179153442383,,-0.11995524168014526,,0.7347537279129028,,,
1,73,,16.560983657836914,,-0.14432328939437866,,0.683725893497467,,,
1,74,,16.45285987854004,,-0.14494049549102783,,0.6777024865150452,,,
1,75,,16.477039337158203,,-0.1395116150379181,,0.6843403577804565,,,
1,76,,16.495248794555664,,-0.1370648741722107,,0.6876975893974304,,,
1,77,,16.035491943359375,,-0.14315176010131836,,0.6586228609085083,,,
1,78,,16.39967155456543,,-0.14015653729438782,,0.679827094078064,,,
1,79,,16.400341033935547,,-0.14929062128067017,,0.6707264184951782,,,
1,80,,16.159717559814453,,-0.1410430669784546,,0.666942834854126,,,
1,81,,16.26556968688965,,-0.15269792079925537,,0.660580575466156,,,
1,82,,16.275541305541992,,-0.1374751329421997,,0.6763019561767578,,,
1,83,,16.109424591064453,,-0.13797348737716675,,0.6674977540969849,,,
1,84,,16.1530818939209,,-0.1394767165184021,,0.6681773662567139,,,
1,85,,16.401599884033203,,-0.12489280104637146,,0.6951872110366821,,,
1,86,,16.138456344604492,,-0.11994937062263489,,0.6869734525680542,,,
1,87,,16.1224365234375,,-0.1335057020187378,,0.6726161241531372,,,
1,88,,16.578857421875,,-0.1310058832168579,,0.69793701171875,,,
1,89,,16.420024871826172,,-0.14497247338294983,,0.6760287284851074,,,
1,89,,,,,,,16.24175453186035,-0.14261910319328308,0.6694687008857727
1,89,16.721399307250977,,-0.13154077529907227,,0.7045292854309082,,,,
2,90,,16.252277374267578,,-0.14722943305969238,,0.6653844714164734,,,
2,91,,16.171369552612305,,-0.13663437962532043,,0.6719341278076172,,,
2,92,,16.150056838989258,,-0.13048872351646423,,0.6770141124725342,,,
2,93,,16.41983413696289,,-0.14736539125442505,,0.6736263036727905,,,
2,94,,16.35147476196289,,-0.15223804116249084,,0.6653356552124023,,,
2,95,,16.202011108398438,,-0.13568678498268127,,0.674413800239563,,,
2,96,,16.579044342041016,,-0.13763511180877686,,0.6913171410560608,,,
2,97,,16.42761993408203,,-0.14298301935195923,,0.6783980131149292,,,
2,98,,16.251056671142578,,-0.1507890522480011,,0.6617637872695923,,,
2,99,,16.244365692138672,,-0.12825947999954224,,0.6839588284492493,,,
2,100,,15.885019302368164,,-0.1392497420310974,,0.6550012230873108,,,
2,101,,15.824430465698242,,-0.14297667145729065,,0.6482448577880859,,,
2,102,,15.926580429077148,,-0.1484317183494568,,0.6478973031044006,,,
2,103,,16.003799438476562,,-0.14458408951759338,,0.6556059122085571,,,
2,104,,16.057090759277344,,-0.14077603816986084,,0.6620784997940063,,,
2,105,,16.08385467529297,,-0.13872715830802917,,0.6654655933380127,,,
2,106,,16.09023666381836,,-0.14315375685691833,,0.661358118057251,,,
2,107,,16.177593231201172,,-0.15851211547851562,,0.6503675580024719,,,
2,108,,15.922374725341797,,-0.15537524223327637,,0.6407434940338135,,,
2,109,,15.982671737670898,,-0.14345631003379822,,0.655677318572998,,,
2,110,,15.683971405029297,,-0.1490306854248047,,0.6351678967475891,,,
2,111,,15.981042861938477,,-0.14244455099105835,,0.6566076278686523,,,
2,112,,15.858392715454102,,-0.1468377411365509,,0.6460819244384766,,,
2,113,,15.912273406982422,,-0.12568241357803345,,0.6699312925338745,,,
2,114,,16.01410484313965,,-0.1586586833000183,,0.6420465707778931,,,
